item,price ($),link,source,date 
"9"" High Definition AHD 1280*720 Car monitor Truck Backup Starlight Night Vision Camera Car Reverse Monitor For Bus Vehicle",180,https://www.newegg.com/p/3D4-001X-00105?Description=Monitor&cm_re=Monitor-_-3D4-001X-00105-_-Product,Newegg,2022-01-01
"Acer V227Q A 21.5"" 1920x1080 Full HD LED LCD 4ms 75Hz Adaptive Sync Monitor",180,https://www.newegg.com/acer-21-5/p/0JC-000P-00H16?Description=Monitor&cm_re=Monitor-_-0JC-000P-00H16-_-Product,Newegg,2022-01-01
"Lenovo ThinkVision S24e-20 23.8"" Full HD WLED LCD Monitor - 16:9 - Raven Black - 24"" Class - Vertical Alignment (VA) - 1920 x 1080-16.7 Million Colors - FreeSync - 250 Nit Typical - 4 ms  (62AEKAT2US)",180,https://www.newegg.com/p/0JC-0006-00VK3?Description=Monitor&cm_re=Monitor-_-0JC-0006-00VK3-_-Product,Newegg,2022-01-01
"E225W-19203R 22"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",181,https://www.newegg.com/p/0XZ-03PP-00008?Description=Monitor&cm_re=Monitor-_-9SIB0KDFMP4596-_-Product,Newegg,2022-01-01
"E225W-19203R 22"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",181,https://www.newegg.com/p/0DF-05MY-00012?Description=Monitor&cm_re=Monitor-_-9SIB0KDFMR5095-_-Product,Newegg,2022-01-01
"E225W-19203R 22"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",181,https://www.newegg.com/p/15Z-060Y-00006?Description=Monitor&cm_re=Monitor-_-9SIB0KDFKG5581-_-Product,Newegg,2022-01-01
"ASUS 24"" (23.8"" Viewable) 1080P VA24DCP Full HD, IPS, 75Hz, USB-C 65W Power Delivery, Speakers, Adaptive-Sync/FreeSync, Low Blue Light, Flicker Free, VESA Mountable, Frameless, HDMI Monitor",182,https://www.newegg.com/asus-va24dcp-23-8-full-hd/p/N82E16824281145?Description=monitor&cm_re=monitor-_-24-281-145-_-Product,Newegg,2022-01-01
"AOC I1659FWUX 15.6"" FullHD 1920 x 1080 USB 3.0 Powered Portable IPS Monitor",182,https://www.newegg.com/aoc-i1659fwux-15-6/p/0JC-0031-001F2?Description=Monitor&cm_re=Monitor-_-9SIAD6HBF30741-_-Product,Newegg,2022-01-01
"Samsung C24RG50 24"" 1920 x 1080 Full HD Resolution 144Hz HDMI DisplayPort Eye-Saver Mode Flicker-Free Technology LED Backlit Curved Gaming Monitor",183,https://www.newegg.com/matte-black-samsung-crg50-series-c24rg50-24/p/N82E16824022761?Description=Monitor&cm_re=Monitor-_-24-022-761-_-Product,Newegg,2022-01-01
"SCEPTRE E275W-1920 Version 1 Black 27"" 5ms HDMI LED Backlight LCD Monitor 250 cd/m2 DCR 5,000,000:1 (1000:1) Built-in Speakers, US Warranty",183,https://www.newegg.com/sceptre-e275w-1920-27-full-hd/p/N82E16824112024?Description=Monitor&cm_re=Monitor-_-24-112-024-_-Product,Newegg,2022-01-01
"3M GF270W9B Gold Privacy Filter for 27.0"" Widescreen Monitor, Gold Glossy",183,https://www.newegg.com/p/0JC-0041-00057?Description=monitor&cm_re=monitor-_-0JC-0041-00057-_-Product,Newegg,2022-01-01
"Acer V206WQL b UM.IV6AA.004 19.5"" WXGA+ 1440 x 900 D-Sub LCD Monitor IPS",183,https://www.newegg.com/acer-um-iv6aa-004-19-5-wxga/p/1YU-00GN-00003?Description=Monitor&cm_re=Monitor-_-1YU-00GN-00003-_-Product,Newegg,2022-01-01
"Vizta V27CDH2 27"" 1920 x 1080 75 Hz (Max.) 210 cd/m2 VGA HDMI Built-in Speakers Monitor",183,https://www.newegg.com/vizta-v27cdh2-27-full-hd/p/1B4-0145-00005?Description=Monitor&cm_re=Monitor-_-9SIAD6HD0T6824-_-Product,Newegg,2022-01-01
ViewSonic VA2456-MHD 24 Inch Frameless IPS 1080p Monitor with HDMI DisplayPort and VGA Inputs for Home and Office,184,https://www.newegg.com/viewsonic-va2456-mhd-23-8-full-hd/p/1B4-009M-000Y5?Description=Monitor&cm_re=Monitor-_-1B4-009M-000Y5-_-Product,Newegg,2022-01-01
"Sceptre E205W-1600 20"" 1600 x 900 HD+ Resolution 75Hz 5ms 2xHDMI VGA Built-in Speakers Ultra Thin LED Backlit LCD Monitor",184,https://www.newegg.com/sceptre-e205w-1600-20/p/N82E16824112027?Description=Monitor&cm_re=Monitor-_-9SIADA28G64329-_-Product,Newegg,2022-01-01
"Dell SE2722H 27"" 75Hz Full HD LED Monitor",184,https://www.newegg.com/p/0JC-0004-00TF1?Description=Monitor&cm_re=Monitor-_-9SIA22FGDP7144-_-Product,Newegg,2022-01-01
"HP V24i 23.8"" FHD 1920 x 1080 IPS 3-Sided Micro Edge Design Low Blue Light with HDMI and VGA Ports LED Monitor",184,https://www.newegg.com/hp-v24i-23-8-full-hd/p/N82E16824276763?Description=Monitor&cm_re=Monitor-_-24-276-763-_-Product,Newegg,2022-01-01
"HP EliteDisplay E233 23"" Full HD 1920 x 1080 60Hz VGA HDMI DisplayPort USB 3.0 Hub Anti-Glare Backlit LED IPS LCD Monitor",184,https://www.newegg.com/hp-1fh46a8-aba-23-full-hd/p/2RC-001A-00MM5?Description=Monitor&cm_re=Monitor-_-2RC-001A-00MM5-_-Product,Newegg,2022-01-01
"Acer V246HL bmdp UM.FV6AA.004 24"" 1920 x 1080 60 Hz D-Sub, DVI, DisplayPort Built-in Speakers LCD Monitor",184,https://www.newegg.com/acer-um-fv6aa-004-24/p/N82E16824009510?Description=Monitor&cm_re=Monitor-_-24-009-510-_-Product,Newegg,2022-01-01
"Dell E1715S 17"" 1280x1024 LED LCD 5ms 60Hz Display Monitor",184,https://www.newegg.com/p/0JC-0004-00K59?Description=Monitor&cm_re=Monitor-_-0JC-0004-00K59-_-Product,Newegg,2022-01-01
"HP Pavilion 22cwa 21.5"" Full HD 1920 x 1080 D-Sub HDMI LED Backlight IPS Monitor",184,https://www.newegg.com/hp-22cwa-21-5/p/0JC-0019-021B9?Description=monitor&cm_re=monitor-_-0JC-0019-021B9-_-Product,Newegg,2022-01-01
"viewsonic va2452sm 24"" 1080p led monitor displayport, dvi, vga (renewed)",184,https://www.newegg.com/p/0JC-0015-00828?Description=monitor&cm_re=monitor-_-9SIB4AMG9U9337-_-Product,Newegg,2022-01-01
"HP ProDisplay P223 - LED monitor - Full HD (1080p) - 21.5""  DISPLAYPORT 1.2 VGA, 1920 x 1080, 16:9, 3000:1, 250 cd/m2",184,https://www.newegg.com/hp-p223-21-5/p/0JC-0019-02BX1?Description=Monitor&cm_re=Monitor-_-9SIAU4YED48237-_-Product,Newegg,2022-01-01
9 inch Car Monitor HD Display 2 video input IP67 Waterproof Backup cam Image Flip 12-24V Truck Crane Parking assistance,184,https://www.newegg.com/p/3D4-001X-000F1?Description=Monitor&cm_re=Monitor-_-3D4-001X-000F1-_-Product,Newegg,2022-01-01
"ASUS VW22AT-CSM 22"" 1680 x 1050 D-Sub, DVI-D Built-in Speakers LCD Monitor",184,https://www.newegg.com/asus-vw22at-csm-22/p/N82E16824236336?Description=Monitor&cm_re=Monitor-_-9SIB0WNHBA0729-_-Product,Newegg,2022-01-01
"Lilliput A7S Full HD 7 Inch IPS Video Camera Field Monitor with 4K Support (Black Case) HDMI Ports Essentials Bundle with Stabilizing Handle, Tripod, HDMI Cables, Carrying Case, and Cleaning Kit",184,https://www.newegg.com/p/0JC-0098-00013?Description=Monitor&cm_re=Monitor-_-9SIABMT9YE0826-_-Product,Newegg,2022-01-01
"Acer EK220Q Abi 22"" (21.5"" Viewable) Full HD 1920 x 1080 75Hz D-Sub, HDMI Monitor",185,https://www.newegg.com/acer-um-we0aa-a01-21-5-full-hd/p/N82E16824011366?Description=Monitor&cm_re=Monitor-_-24-011-366-_-Product,Newegg,2022-01-01
"Nexanic 17 inch Monitor HD 1280x1024 with Video Audio VGA AV USB HDMI 17"" TFT LCD Display for CCTV Camera PC DVD Laptop",185,https://www.newegg.com/nexanic-h17-17/p/0JC-00CD-00008?Description=monitor&cm_re=monitor-_-9SIAHW89P46129-_-Product,Newegg,2022-01-01
"AOC I1659FWUX 16"" (Actual size 15.6"") Full HD 1920 x 1080 60Hz USB 3.0 USB-Powered Backlit LED IPS Portable Monitor",185,https://www.newegg.com/aoc-i1659fwux-15-6-full-hd/p/N82E16824160325?Description=Monitor&cm_re=Monitor-_-24-160-325-_-Product,Newegg,2022-01-01
9.7 Inch 1024*768 IPS Soft HD LCD PC Computer CCTV Monitor Display HDMI/VGA /BNC /AV Input,185,https://www.newegg.com/p/3D4-001X-001E2?Description=Monitor&cm_re=Monitor-_-3D4-001X-001E2-_-Product,Newegg,2022-01-01
Doublesight Displays 12in Smart USB Monitor 1366x768 USB Power/video 3yr TAA,185,https://www.newegg.com/p/0JC-002N-00038?Description=Monitor&cm_re=Monitor-_-0JC-002N-00038-_-Product,Newegg,2022-01-01
"Planar PLN2200 21.5"" Full HD Edge LED LCD Monitor - 16:9",185,https://www.newegg.com/planar-998-1329-00-22-full-hd/p/N82E16824016442?Description=Monitor&cm_re=Monitor-_-24-016-442-_-Product,Newegg,2022-01-01
"BenQ GW2780 27"" Full HD 1920 x 1080 VGA HDMI DisplayPort Built-in Speakers Low Blue Light Flicker-Free Backlit LED IPS Monitor",186,https://www.newegg.com/benq-gw2780-27-full-hd/p/1DH-007Y-00003?Description=monitor&cm_re=monitor-_-1DH-007Y-00003-_-Product,Newegg,2022-01-01
Eyoyo 10 Inch LED Monitor 1920*1200 HD VGA AV BNC USB Video Input IPS Touch Screen Monitor For CCTV DVD PC,187,https://www.newegg.com/p/2NY-003R-00007?Description=Monitor&cm_re=Monitor-_-2NY-003R-00007-_-Product,Newegg,2022-01-01
EM10R 10 Inch 16:10 IPS LCD HD Monitor 1280x800 HDMI VGA BNC AV Screen Computer Display for PC TV CCTV Security camera,187,https://www.newegg.com/p/3D4-001X-00245?Description=Monitor&cm_re=Monitor-_-3D4-001X-00245-_-Product,Newegg,2022-01-01
"LG 27BK430H-B 27"" Full HD 1920 x 1080 75Hz HDMI VGA AMD FreeSync Technology LED Backlit IPS Monitor",188,https://www.newegg.com/lg-27bk430h-b-27-full-hd/p/N82E16824025920?Description=Monitor&cm_re=Monitor-_-24-025-920-_-Product,Newegg,2022-01-01
"GIGABYTE G24F 24"" (23.8"" Viewable) 165Hz/170Hz(OC) 1920 x 1080 SS IPS, 1ms (MPRT), 90% DCI-P3, FreeSync Premium, 1x DisplayPort 1.2 (HDR Ready), 2x HDMI 2.0, 2x USB 3.0 Height Adjust Gaming Monitor",188,https://www.newegg.com/p/N82E16824012041R?Description=Monitor&cm_re=Monitor-_-24-012-041R-_-Product,Newegg,2022-01-01
Raypodo 18.5 19 21.5  inch LCD panel VGA PC monitor,188,https://www.newegg.com/p/0JC-00HF-00003?Description=monitor&cm_re=monitor-_-9SIAJ1HB9P3781-_-Product,Newegg,2022-01-01
"Dell UltraSharp U2412M 24"" WUXGA 1920 x 1200 60 Hz D-Sub, DVI, DisplayPort IPS-Panel LED-Backlit LCD Monitor",188,https://www.newegg.com/dell-u2412m-24-wuxga/p/N82E16824260732?Description=Monitor&cm_re=Monitor-_-9SIARUXFHK4608-_-Product,Newegg,2022-01-01
"ASUS TUF Gaming VG24VQ 24"" Full HD 1920 x 1080 1ms MPRT 144Hz 2 x HDMI, DisplayPort AMD FreeSync Asus Eye Care with Ultra Low-Blue Light & Flicker-Free LED Height Adjustable Curved Gaming Monitor",189,https://www.newegg.com/black-asus-tuf-gaming-vg24vq-90lm0570-b011b0-23-6/p/N82E16824281027?Description=monitor&cm_re=monitor-_-24-281-027-_-Product,Newegg,2022-01-01
"SAMSUNG C24F396 24"" (23.5"" Viewable) Full HD 1920 x 1080 VGA, HDMI AMD FreeSync Flicker Free Low Blue Light LED Backlit Curved Gaming Monitor",189,https://www.newegg.com/24-cf396-curved-led-monitor-lc24f396fhnxza/p/15Z-001C-00AJ4?Description=Monitor&cm_re=Monitor-_-15Z-001C-00AJ4-_-Product,Newegg,2022-01-01
"Acer ED242QR Abidpx 24"" Full HD 1920 x 1080 144Hz DVI HDMI DisplayPort AMD FreeSync Technology Widescreen Backlit LED Curved Gaming Monitor",189,https://www.newegg.com/black-acer-ed242qr-abidpx-um-ue2aa-a01-23-6/p/N82E16824011162?Description=Monitor&cm_re=Monitor-_-24-011-162-_-Product,Newegg,2022-01-01
"idea display P25F 25"" FHD Gaming Monitor,1920x1080,165Hz MPRT 1ms, 16.7M, HDR400 Support,400cd/m², 2xHDMI 1xDisplayport, ThinFrame, FreeSync, LED Backlit",189,https://www.newegg.com/p/3D4-004P-00005?Description=Monitor&cm_re=Monitor-_-9SIATY2FEN0782-_-Product,Newegg,2022-01-01
"MSI Optix MAG240CR 24"" (23.5"" Viewable) Full HD 1920 x 1080 1ms (MPRT) 165Hz (Overclock) HDMI, DisplayPort FreeSync Height Adjustable Curved Gaming Monitor",189,https://www.newegg.com/metallic-dark-gray-rgb-msi-optix-mag240cr-24/p/N82E16824475070?Description=Monitor&cm_re=Monitor-_-24-475-070-_-Product,Newegg,2022-01-01
"20"" 1600x900 up to 75Hz Ultra Thin Frameless LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black (Wide Viewing Angle 170° (Horizontal) / 160° (Vertical) )",189,https://www.newegg.com/p/3D4-001A-00007?Description=monitor&cm_re=monitor-_-9SIAN04BB41312-_-Product,Newegg,2022-01-01
"HP Pavilion 22cwa 22"" (21.5"" viewable) Full HD 1080P, 1920 x 1080, 60Hz, 7ms, IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",189,https://www.newegg.com/hp-t4q59aa-21-5/p/0JC-00ER-00017?Description=monitor&cm_re=monitor-_-9SIADA2DUF4718-_-Product,Newegg,2022-01-01
"Dell UltraSharp U2412M  Black IPS Panel 24"" 1920 X 1200 Resolution LED Backlight Widescreen LCD Monitor with USB Hubs",189,https://www.newegg.com/dell-u2412-24/p/0JC-0004-00A96?Description=Monitor&cm_re=Monitor-_-0JC-0004-00A96-_-Product,Newegg,2022-01-01
"ASUS ZenScreen 15.6"" 1080P Portable USB Monitor (MB166C) - Full HD, IPS, USB Type-C, USB-powered, Flicker Free, Blue Light Filter, Tripod Mountable, Anti-glare Surface, Protective Sleeve",189,https://www.newegg.com/asus-mb166c-15-6-full-hd/p/N82E16824281169?Description=monitor&cm_re=monitor-_-24-281-169-_-Product,Newegg,2022-01-01
HP X24c Gaming Monitor | 1500R Curved Gaming Monitor in FHD Resolution with 144Hz Refresh Rate and AMD FreeSync Premium | (9EK40AA) Black,189,https://www.newegg.com/black-hp-1500r-x24c-23-6/p/3D4-000H-00089?Description=monitor&cm_re=monitor-_-3D4-000H-00089-_-Product,Newegg,2022-01-01
"Acer CB2 - 27"" Monitor WQHD 2560 x 1440 2K IPS 75 Hz 16:9 1000:1 1ms VRB 350Nit, CB272U smiiprx (UM.HB2AA.005)",189,https://www.newegg.com/acer-cb272u-smiiprx-27/p/0JC-000P-00HD5?Description=Monitor&cm_re=Monitor-_-9SIACA1C5U7404-_-Product,Newegg,2022-01-01
"Z-EDGE U27P4K 27 inch UHD 4K IPS Monitor, Ultra HD 3840x2160, HDR10, FreeSync, USB x 1, HDMI x 2, DisplayPort x 1, Low Blue Light, Built-in Speakers",189,https://www.newegg.com/z-edge-u27i4k-27-uhd/p/0JC-00R4-00001?Description=monitor&cm_re=monitor-_-9SIAT2EFAD2543-_-Product,Newegg,2022-01-01
ViewSonic VX2457-MHD 24 Inch 75Hz 2ms 1080p Entertainment Monitor with FreeSync Eye Care HDMI and DP,189,https://www.newegg.com/p/N82E16824116778?Description=Monitor&cm_re=Monitor-_-24-116-778-_-Product,Newegg,2022-01-01
"PHILIPS 271E1S 27"" Full HD 1920 x 1080 75Hz IPS AMD FreeSync, VGA HDMI VESA Tilt Monitor",189,https://www.newegg.com/philips-271e1s-27-full-hd/p/N82E16824133545?Description=Monitor&cm_re=Monitor-_-24-133-545-_-Product,Newegg,2022-01-01
"Apple Cinema Display A1082 M9178LL/A 23"" LCD Monitor",189,https://www.newegg.com/p/0JC-001B-000Y0?Description=Monitor&cm_re=Monitor-_-9SIA8HFAPC6112-_-Product,Newegg,2022-01-01
"MSI Optix G242P 24"" (23.8"" Viewable) Full HD 1920 x 1080 144 Hz HDMI, DisplayPort, Audio IPS Gaming Monitor",189,https://www.newegg.com/p/N82E16824475177?Description=Monitor&cm_re=Monitor-_-24-475-177-_-Product,Newegg,2022-01-01
"SAMSUNG M50A Series 24AM50A 24"" Full HD 1920 x 1080 HDR10 2 x HDMI, USB Built-in Speakers IPS Smart Monitor",189,https://www.newegg.com/samsung-ls24am506nnxza-24-full-hd/p/N82E16824022991?Description=Monitor&cm_re=Monitor-_-24-022-991-_-Product,Newegg,2022-01-01
"BenQ EW2780 27"" Full HD 1920 x 1080 5ms (GTG) 3 x HDMI, AMD FreeSync Low Blue-Light Flicker-Free Built-in Speakers Slim Bezel Design LED Backlit IPS Entertainment Monitor",189,https://www.newegg.com/benq-ew2780-27/p/0JC-002S-001V8?Description=Monitor&cm_re=Monitor-_-9SIAKVUCPZ2564-_-Product,Newegg,2022-01-01
"HP V27i FHD 1920 x 1080 IPS 27"" Monitor Low Blue Light, Anti-glare 1000:1 300 nits HDMI VGA - Black",189,https://www.newegg.com/hp-9sv92aa-27/p/0JC-0019-02CP5?Description=Monitor&cm_re=Monitor-_-9SIAKVUFCY2935-_-Product,Newegg,2022-01-01
"HP DUAL Matching 22"" Widescreen LCD Monitors w/ cables Gaming / Office",189,https://www.newegg.com/p/1XV-000B-00D87?Description=Monitor&cm_re=Monitor-_-9SIAS68FG73755-_-Product,Newegg,2022-01-01
"DoubleSight DS-10UT Black 10"" USB Touch-Screen Monitor",189,https://www.newegg.com/10-doublesight-ds-10ut/p/N82E16824185068?Description=Monitor&cm_re=Monitor-_-24-185-068-_-Product,Newegg,2022-01-01
"HP 32s 2UD96AA 31.5"" Full HD 1920 x 1080 60 Hz D-Sub, HDMI Full HD 1920x1080 IPS Monitor Anti-Glare HDMI,VGA",189,https://www.newegg.com/hp-2ud96aa-31-5-full-hd/p/N82E16824276440?Description=Monitor&cm_re=Monitor-_-9SIAKVUAH69759-_-Product,Newegg,2022-01-01
"HP 24EC 23.8"" Full HD 1920 x 1080 60Hz VGA HDMI Edge-to-Edge Screen LED Backlit IPS LCD Monitor 1LU21AA",189,https://www.newegg.com/hp-24ec-23-8/p/0JC-0019-029T8?Description=Monitor&cm_re=Monitor-_-9SIAS68G3C4661-_-Product,Newegg,2022-01-01
"Lenovo ThinkVision T24v-10 1080p 23.8"" LED-backlit Monitor, Black",189,https://www.newegg.com/lenovo-thinkvision-t24v-10-23-8/p/0JC-0006-00UT9?Description=Monitor&cm_re=Monitor-_-0JC-0006-00UT9-_-Product,Newegg,2022-01-01
8 inch with HDMI VGA / D-Sub BNC AV USB input open frame desktop industrial monitor,189,https://www.newegg.com/p/3D4-001X-002C4?Description=Monitor&cm_re=Monitor-_-3D4-001X-002C4-_-Product,Newegg,2022-01-01
"Dell P2317H Black 23"" IPS 6ms(GTG) 60HZ 1920 x 1080 Slim Border LCD/LED Monitor",189,https://www.newegg.com/dell-p2317h-23/p/N82E16824260435?Description=Monitor&cm_re=Monitor-_-24-260-435-_-Product,Newegg,2022-01-01
"Acer V246HQL 24"" (Actual size 23.6"") Full HD 1920 x 1080 60Hz VGA HDMI Backlit LED LCD Monitor",189,https://www.newegg.com/acer-23-6-full-hd/p/N82E16824011341?Description=Monitor&cm_re=Monitor-_-24-011-341-_-Product,Newegg,2022-01-01
Acer UM.EV6AA.001 22-Inch Screen LCD Monitor (UM.EV6AA.001),189,https://www.newegg.com/p/0JC-000P-00J70?Description=Monitor&cm_re=Monitor-_-9SIAKVHEUE7461-_-Product,Newegg,2022-01-01
"SHARP LL-B240 23.8"" Full HD 1920 x 1080 D-Sub, HDMI LCD/LED Monitor",189,https://www.newegg.com/sharp-ll-b240-23-8-full-hd/p/N82E16824007213?Description=Monitor&cm_re=Monitor-_-24-007-213-_-Product,Newegg,2022-01-01
"Acer B226WL 22"" 1680 x 1080 60HZ VGA Backlit LED LCD Monitor",189,https://www.newegg.com/acer-22-wsxga/p/N82E16824011192?Description=Monitor&cm_re=Monitor-_-9SIB0WNFH18031-_-Product,Newegg,2022-01-01
"Planar PLL2450MW 23.6"" Full HD 1920x1080 HDMI VGA 3000:1 Built-in Speakers Edge-Lit LCD Monitor",189,https://www.newegg.com/planar-997-9045-00-24-full-hd/p/N82E16824016421?Description=Monitor&cm_re=Monitor-_-24-016-421-_-Product,Newegg,2022-01-01
"Dell E2221HN 21.5"" Full HD 1920 x 1080 60 Hz D-Sub, HDMI Monitor",189,https://www.newegg.com/dell-e2221hn-21-5-full-hd/p/N82E16824260752?Description=Monitor&cm_re=Monitor-_-24-260-752-_-Product,Newegg,2022-01-01
"Dell SE2222H 21.5"" Full HD 1920 x 1080 60 Hz D-Sub, HDMI Monitor",189,https://www.newegg.com/dell-5/p/0JC-0004-00SV2?Description=Monitor&cm_re=Monitor-_-0JC-0004-00SV2-_-Product,Newegg,2022-01-01
balmar sg205 battery monitor kit with bluetooth gateway - sg205,190,https://www.newegg.com/p/0JC-00RN-00001?Description=monitor&cm_re=monitor-_-0JC-00RN-00001-_-Product,Newegg,2022-01-01
"9"" 4CH 4PIN 4 Split Quad Screen Display Backup Rear View Car Monitor for Car Truck Bus Reversing Camera 12V-24V DC",190,https://www.newegg.com/p/3D4-001X-00280?Description=Monitor&cm_re=Monitor-_-3D4-001X-00280-_-Product,Newegg,2022-01-01
"Acer B247Y bmiprx 24"" (Actual size 23.8"") Full HD 1920 x 1080 60Hz VGA HDMI DisplayPort Built-in Speakers Backlit LED Height Adjustable IPS Monitor",190,https://www.newegg.com/acer-um-qb7aa-003-23-8-full-hd/p/N82E16824011237?Description=Monitor&cm_re=Monitor-_-24-011-237-_-Product,Newegg,2022-01-01
"9.7 Inch Portable Monitor Display with 5 Ports Input AV VGA USB BNC HDMI, 1024x768 Resolution Travel Business Monitor Screen for Laptop PC PS4 Xbox CCTV Phone Camera",190,https://www.newegg.com/p/0JC-00KK-00012?Description=Monitor&cm_re=Monitor-_-9SIAPHCD7V5055-_-Product,Newegg,2022-01-01
"DoubleSight DS-10U  Displays  Monitor 10"" LCD - 16 ms",190,https://www.newegg.com/p/15Z-000N-000D2?Description=Monitor&cm_re=Monitor-_-15Z-000N-000D2-_-Product,Newegg,2022-01-01
"DoubleSight DS-10U computer monitor 25.6 cm (10.1"") LCD Black",190,https://www.newegg.com/p/0JC-002N-00058?Description=Monitor&cm_re=Monitor-_-9SIA25VGGY6452-_-Product,Newegg,2022-01-01
"DELL E2218HN 21.5"" FullHD 1920x1080 5ms Led-Backlit TN Monitor",190,https://www.newegg.com/p/0JC-0004-006E6?Description=Monitor&cm_re=Monitor-_-9SIAMG8DNX8264-_-Product,Newegg,2022-01-01
"ASUS MB169B+ 15.6"" 14ms LED Monitor 200 cd/m2 600:1",190,https://www.newegg.com/asus-mb169b-15-6/p/N82E16824236725?Description=Monitor&cm_re=Monitor-_-9SIA25V5XZ6869-_-Product,Newegg,2022-01-01
"MSI Modern MD271P 27"" FHD 1920 x 1080 75Hz IPS HDMI USB Type-C, Swivel, Pivot, Height Adjust, Tilt VESA Built-in Speakers Monitor",191,https://www.newegg.com/msi-modern-md271p-27-full-hd/p/N82E16824475145?Description=monitor&cm_re=monitor-_-24-475-145-_-Product,Newegg,2022-01-01
"onn ona18ho015 21.5"" lcd monitor (black)",191,https://www.newegg.com/onn-5/p/0JC-00FC-00003?Description=monitor&cm_re=monitor-_-0JC-00FC-00003-_-Product,Newegg,2022-01-01
"AOC 24B2XH 23.8"" Full HD 1920 x 1080 75 Hz D-Sub, HDMI, Headphone IPS Monitor",191,https://www.newegg.com/aoc-23-8/p/0JC-0016-002F1?Description=Monitor&cm_re=Monitor-_-0JC-0016-002F1-_-Product,Newegg,2022-01-01
"Sceptre E248W-19203R 24"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",191,https://www.newegg.com/sceptre-e248w-19203r-24/p/0JC-00FW-00003?Description=Monitor&cm_re=Monitor-_-0JC-00FW-00003-_-Product,Newegg,2022-01-01
portable monitor zscmalls upgraded ultra slim&lightweight metal frame 15 inch ips hdr 1080p hd eye care screen usb c gaming monitor for laptop/pc/cellphone/switch/ps3-4/xbox/raspberry pi,191,https://www.newegg.com/p/0JC-00T6-00005?Description=Monitor&cm_re=Monitor-_-9SIB4AMGAU4255-_-Product,Newegg,2022-01-01
"13.3"" 1366x768 portable HD monitor pc LCD TV Display with HDMI VGA USB AV BNC 12/10.1 inch gaming monitor",191,https://www.newegg.com/p/3D4-001X-000P7?Description=Monitor&cm_re=Monitor-_-3D4-001X-000P7-_-Product,Newegg,2022-01-01
"HP P174 17"" SXGA 1280 x 1024 60Hz VGA 5:4 Aspect Ratio Anti-Glare Backlit LED Monitor",191,https://www.newegg.com/hp-5rd64a8-aba-17-sxga/p/N82E16824276725?Description=Monitor&cm_re=Monitor-_-9SIAMG8BUW3617-_-Product,Newegg,2022-01-01
"Lenovo L24i-30 24"" (23.8"" Viewable) 1920 x 1080 Full HD 75Hz IPS AMD FreeSync HDMI D-Sub Tilt Monitor",191,https://www.newegg.com/lenovo-66bdkcc2us-23-8/p/0JC-0006-00VF9?Description=Monitor&cm_re=Monitor-_-0JC-0006-00VF9-_-Product,Newegg,2022-01-01
"HP V22v 21.45"" Full HD LED Monitor, 450M3AA#ABA",192,https://www.newegg.com/hp-21-5/p/0JC-0019-02DD4?Description=monitor&cm_re=monitor-_-0JC-0019-02DD4-_-Product,Newegg,2022-01-01
"Dell 24"" Ultrasharp Monitor U2417H Infinity Edge Full HD 60 Hz IPS Anti-Glare",193,https://www.newegg.com/dell-24/p/0JC-0004-00T97?Description=Monitor&cm_re=Monitor-_-0JC-0004-00T97-_-Product,Newegg,2022-01-01
"ASUS VA27EHE 27"" Full HD 1920 x 1080 75Hz VGA HDMI Adaptive-Sync Asus Eye Care Low Blue Light and Flicker-Free Frameless Design LED Backlit IPS Monitor",193,https://www.newegg.com/asus-va27ehe-27-full-hd/p/N82E16824281014?Description=monitor&cm_re=monitor-_-24-281-014-_-Product,Newegg,2022-01-01
"17 inch Monitor HD TFT 1280x1024 , 500cd/m2 with Video Audio AV BNC USB VGA HDMI 17"" LCD Display for CCTV Camera PC DVD Laptop",193,https://www.newegg.com/nexanic-h17-17/p/0JC-00CD-00024?Description=Monitor&cm_re=Monitor-_-9SIAHW88GG9539-_-Product,Newegg,2022-01-01
"HONGO All Metal Frame Portable Monitor 15 Inch Ultra Slim FHD 1080P Computer Gaming Dual Monitor USBC Display for Laptop PC Phone Xbox PS4 Switch, Smart Cover Stand  and  Screen Protector Included",193,https://www.newegg.com/p/0JC-00KS-00003?Description=monitor&cm_re=monitor-_-0JC-00KS-00003-_-Product,Newegg,2022-01-01
"13.3"" HD monitor pc 1366x768 portable monitor LCD TV Display PS4 with HDMI VGA USB AV BNC 12/10.1 inch gaming monitor",193,https://www.newegg.com/p/3D4-001X-00108?Description=Monitor&cm_re=Monitor-_-3D4-001X-00108-_-Product,Newegg,2022-01-01
"HP M1F41A8#ABA EliteDisplay E202  LCD Monitor 20 LED-Backlit, Black",193,https://www.newegg.com/p/15Z-002T-00R63?Description=Monitor&cm_re=Monitor-_-9SIAH8W9DA9127-_-Product,Newegg,2022-01-01
